queue,workload,threads,rep,ops_total,seconds,throughput_ops_s,pinned,enq_p50_ns,enq_p99_ns,enq_p999_ns,deq_p50_ns,deq_p99_ns,deq_p999_ns
mutex,pc_1p3c,4,0,200000,0.104270,1918096,0,42,16583,57458,42,42291,198084
mutex,pc_1p3c,4,1,200000,0.097761,2045806,0,42,18250,56167,42,47459,184041
mutex,pc_1p3c,4,2,200000,0.085957,2326741,0,42,17041,56834,42,43459,178667
mutex,pc_1p3c,4,3,200000,0.082952,2411030,0,42,16000,54292,42,41125,169083
mutex,pc_1p3c,4,4,200000,0.098576,2028898,0,42,17750,77667,42,46667,264583
mutex,pc_1p3c,4,5,200000,0.090096,2219844,0,42,15875,49625,42,40250,150583
mutex,pc_1p3c,4,6,200000,0.070054,2854952,0,42,11459,58833,42,28125,255542
mutex,pc_1p3c,4,7,200000,0.037683,5307421,0,42,1792,27375,42,11166,91709
mutex,pc_1p3c,4,8,200000,0.114578,1745536,0,42,15834,118333,42,43458,388542
mutex,pc_1p3c,4,9,200000,0.121176,1650487,0,42,16000,85541,42,40791,329917
mutex,pc_2p6c,8,0,400000,0.142092,2815073,0,42,32541,111083,42,83708,267584
mutex,pc_2p6c,8,1,400000,0.136375,2933084,0,42,32666,108625,42,82208,328292
mutex,pc_2p6c,8,2,400000,0.143478,2787890,0,42,30917,129167,42,78959,366834
mutex,pc_2p6c,8,3,400000,0.147198,2717424,0,42,31917,109708,42,86458,297708
mutex,pc_2p6c,8,4,400000,0.152085,2630101,0,42,34334,98583,42,87625,262209
mutex,pc_2p6c,8,5,400000,0.136596,2928334,0,42,27459,122625,42,77750,381834
mutex,pc_2p6c,8,6,400000,0.148093,2701001,0,42,33500,118709,42,91125,297875
mutex,pc_2p6c,8,7,400000,0.159238,2511966,0,42,32250,167000,42,88834,559334
mutex,pc_2p6c,8,8,400000,0.162206,2465994,0,42,35583,141792,42,97250,357125
mutex,pc_2p6c,8,9,400000,0.157359,2541955,0,42,35500,102458,42,88750,277708
mutex,pc_4p12c,16,0,800000,0.462928,1728132,0,42,48917,157333,42,92541,367000
mutex,pc_4p12c,16,1,800000,0.342159,2338096,0,42,35833,151708,42,112083,481875
mutex,pc_4p12c,16,2,800000,0.405135,1974649,0,42,51375,271708,42,155333,1371916
mutex,pc_4p12c,16,3,800000,0.319615,2503012,0,42,33083,128958,42,145583,504042
mutex,pc_4p12c,16,4,800000,0.312032,2563837,0,42,35000,144375,42,172375,585167
mutex,pc_4p12c,16,5,800000,0.361249,2214538,0,42,44458,184417,42,135750,507917
mutex,pc_4p12c,16,6,800000,0.449745,1778787,0,42,35084,252500,42,110750,883208
mutex,pc_4p12c,16,7,800000,0.287689,2780779,0,42,17667,74666,42,77291,504292
mutex,pc_4p12c,16,8,800000,0.378796,2111953,0,42,39083,163000,42,80458,443084
mutex,pc_4p12c,16,9,800000,0.433572,1845139,0,42,45542,252333,42,95583,736000
